"Database","Temporal_Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Biological_Theme"
"GO_BP","1","GO:0009150","purine ribonucleotide metabolic process","6/52","341/15373",0.000982239606518692,0.0109002509816137,0.00796382602881053,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"Metabolic processes"
"GO_BP","1","GO:0002456","T cell mediated immunity","4/52","131/15373",0.000993489912851793,0.0109002509816137,0.00796382602881053,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0045916","negative regulation of complement activation","2/52","14/15373",0.000995006462959799,0.0109002509816137,0.00796382602881053,"CLU/A2M",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0090715","immunological memory formation process","2/52","14/15373",0.000995006462959799,0.0109002509816137,0.00796382602881053,"HLA-DRA/HLA-DRB1",2,"Other biological processes"
"GO_BP","1","GO:0002821","positive regulation of adaptive immune response","4/52","132/15373",0.00102199460700968,0.0110959414475337,0.00810679932627981,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0002708","positive regulation of lymphocyte mediated immunity","4/52","133/15373",0.00105107034062143,0.0113106330459792,0.00826365503013026,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0009117","nucleotide metabolic process","7/52","478/15373",0.00107174389122723,0.011427474856692,0.00834902075748618,"MT-ND4L/NNMT/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",7,"Metabolic processes"
"GO_BP","1","GO:0002832","negative regulation of response to biotic stimulus","4/52","134/15373",0.00108072336226939,0.011427474856692,0.00834902075748618,"LTF/IFI16/HLA-A/A2M",4,"Other biological processes"
"GO_BP","1","GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib","2/52","15/15373",0.00114560134980476,0.0117063129526268,0.00855274249655216,"HLA-A/B2M",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0016045","detection of bacterium","2/52","15/15373",0.00114560134980476,0.0117063129526268,0.00855274249655216,"HLA-A/HLA-DRB1",2,"Other biological processes"
"GO_BP","1","GO:0046598","positive regulation of viral entry into host cell","2/52","15/15373",0.00114560134980476,0.0117063129526268,0.00855274249655216,"CD74/HLA-DRB1",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0075294","positive regulation by symbiont of entry into host","2/52","15/15373",0.00114560134980476,0.0117063129526268,0.00855274249655216,"CD74/HLA-DRB1",2,"Other biological processes"
"GO_BP","1","GO:0045621","positive regulation of lymphocyte differentiation","4/52","138/15373",0.00120523328347309,0.0122130306058606,0.00892295518641478,"CD74/HLA-DRA/HLA-DRB1/ACTB",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0009259","ribonucleotide metabolic process","6/52","362/15373",0.00133554647503634,0.0134216901954065,0.00980601326603455,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"Metabolic processes"
"GO_BP","1","GO:0019693","ribose phosphate metabolic process","6/52","368/15373",0.00145246323680153,0.0144770106225464,0.0105770403094089,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"Metabolic processes"
"GO_BP","1","GO:0002424","T cell mediated immune response to tumor cell","2/52","17/15373",0.00147741729895555,0.0146060116709752,0.0106712896903593,"HLA-A/HLA-DRB1",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0002921","negative regulation of humoral immune response","2/52","18/15373",0.00165850218576231,0.0158798319518659,0.0116019547847774,"CLU/A2M",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0045655","regulation of monocyte differentiation","2/52","18/15373",0.00165850218576231,0.0158798319518659,0.0116019547847774,"CD74/HLA-DRB1",2,"Other biological processes"
"GO_BP","1","GO:0055093","response to hyperoxia","2/52","18/15373",0.00165850218576231,0.0158798319518659,0.0116019547847774,"MT-ATP6/MT-CYB",2,"Other biological processes"
"GO_BP","1","GO:0098543","detection of other organism","2/52","18/15373",0.00165850218576231,0.0158798319518659,0.0116019547847774,"HLA-A/HLA-DRB1",2,"Other biological processes"
"GO_BP","1","GO:0031348","negative regulation of defense response","5/52","258/15373",0.00174920765480381,0.0166174727206362,0.0121408820777501,"IFI16/HLA-A/HLA-DRB1/SAA1/A2M",5,"Other biological processes"
"GO_BP","1","GO:0002705","positive regulation of leukocyte mediated immunity","4/52","154/15373",0.00180462024533212,0.0170109939404951,0.0124283923872731,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"Other biological processes"
"GO_BP","1","GO:0048525","negative regulation of viral process","3/52","72/15373",0.00184681732156756,0.017168943281089,0.0125437916631225,"LTF/IFI16/IL32",3,"Other biological processes"
"GO_BP","1","GO:0098974","postsynaptic actin cytoskeleton organization","2/52","19/15373",0.00184961477781469,0.017168943281089,0.0125437916631225,"ACTB/ACTG1",2,"Other biological processes"
"GO_BP","1","GO:0002699","positive regulation of immune effector process","5/52","263/15373",0.00190256073710077,0.0175266201235949,0.0128051137329589,"CD74/HLA-DRA/HLA-A/B2M/HLA-DRB1",5,"Other biological processes"
"GO_BP","1","GO:0046635","positive regulation of alpha-beta T cell activation","3/52","73/15373",0.00192139717078777,0.0175670598472025,0.0128346593758993,"HLA-DRA/HLA-A/HLA-DRB1",3,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0042742","defense response to bacterium","5/52","270/15373",0.00213355368083798,0.0193612035514849,0.0141454776640004,"IGHA1/LTF/HLA-A/B2M/IGHG1",5,"Other biological processes"
"GO_BP","1","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","2/52","21/15373",0.00226165432812011,0.0199287801666236,0.0145601544846177,"HLA-A/B2M",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0030449","regulation of complement activation","2/52","21/15373",0.00226165432812011,0.0199287801666236,0.0145601544846177,"CLU/A2M",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0046596","regulation of viral entry into host cell","2/52","21/15373",0.00226165432812011,0.0199287801666236,0.0145601544846177,"CD74/HLA-DRB1",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0090713","immunological memory process","2/52","21/15373",0.00226165432812011,0.0199287801666236,0.0145601544846177,"HLA-DRA/HLA-DRB1",2,"Other biological processes"
"GO_BP","1","GO:1903706","regulation of hemopoiesis","6/52","405/15373",0.00235593373642224,0.0206101829028017,0.0150579937413129,"CD74/HLA-DRA/LTF/B2M/HLA-DRB1/ACTB",6,"Other biological processes"
"GO_BP","1","GO:0002475","antigen processing and presentation via MHC class Ib","2/52","22/15373",0.00248244772315152,0.021561831652516,0.015753277280751,"HLA-A/B2M",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0019058","viral life cycle","5/52","284/15373",0.00265624014426592,0.0229077164214706,0.0167365933688723,"CD74/LTF/IFI16/HLA-DRB1/IL32",5,"Other biological processes"
"GO_BP","1","GO:0042060","wound healing","6/52","420/15373",0.00282360447411609,0.0241795988769378,0.0176658426697849,"TPM1/TIMP1/SAA1/ACTB/PLAT/ACTG1",6,"Other biological processes"
"GO_BP","1","GO:0036296","response to increased oxygen levels","2/52","24/15373",0.00295325026529185,0.0245316133156908,0.0179230277341093,"MT-ATP6/MT-CYB",2,"Other biological processes"
"GO_BP","1","GO:0045591","positive regulation of regulatory T cell differentiation","2/52","24/15373",0.00295325026529185,0.0245316133156908,0.0179230277341093,"HLA-DRA/HLA-DRB1",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0099188","postsynaptic cytoskeleton organization","2/52","24/15373",0.00295325026529185,0.0245316133156908,0.0179230277341093,"ACTB/ACTG1",2,"Other biological processes"
"GO_BP","1","GO:1900242","regulation of synaptic vesicle endocytosis","2/52","24/15373",0.00295325026529185,0.0245316133156908,0.0179230277341093,"ACTB/ACTG1",2,"Other biological processes"
"GO_BP","1","GO:0002720","positive regulation of cytokine production involved in immune response","3/52","85/15373",0.00296558154391986,0.0245316133156908,0.0179230277341093,"CD74/HLA-A/B2M",3,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0140694","membraneless organelle assembly","6/52","430/15373",0.00317211079990127,0.0259666892015922,0.018971507692299,"TPM1/RPS28/SMIM22/RPS15/RPS27/ACTG1",6,"Other biological processes"
"GO_BP","1","GO:0098581","detection of external biotic stimulus","2/52","25/15373",0.00320312777980166,0.0259666892015922,0.018971507692299,"HLA-A/HLA-DRB1",2,"Other biological processes"
"GO_BP","1","GO:1903902","positive regulation of viral life cycle","2/52","25/15373",0.00320312777980166,0.0259666892015922,0.018971507692299,"CD74/HLA-DRB1",2,"Other biological processes"
"GO_BP","1","GO:0045580","regulation of T cell differentiation","4/52","186/15373",0.00357164308564811,0.0287623708089278,0.0210140590051377,"CD74/HLA-DRA/HLA-DRB1/ACTB",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0072331","signal transduction by p53 class mediator","4/52","188/15373",0.00371063778875546,0.0296569572730618,0.0216676523013021,"CD74/IFI16/RPL37/RPS15",4,"DNA damage / repair / checkpoint"
"GO_BP","1","GO:0150105","protein localization to cell-cell junction","2/52","27/15373",0.0037315086042586,0.0296569572730618,0.0216676523013021,"ACTB/ACTG1",2,"Cell adhesion / extracellular interactions"
"GO_BP","1","GO:0050830","defense response to Gram-positive bacterium","3/52","93/15373",0.00382304086089722,0.030187127836695,0.0220549999083886,"LTF/HLA-A/B2M",3,"Other biological processes"
"GO_BP","1","GO:1902107","positive regulation of leukocyte differentiation","4/52","191/15373",0.00392596606140074,0.0306024021196365,0.0223584032106763,"CD74/HLA-DRA/HLA-DRB1/ACTB",4,"Other biological processes"
"GO_BP","1","GO:1903708","positive regulation of hemopoiesis","4/52","191/15373",0.00392596606140074,0.0306024021196365,0.0223584032106763,"CD74/HLA-DRA/HLA-DRB1/ACTB",4,"Other biological processes"
"GO_BP","1","GO:0002726","positive regulation of T cell cytokine production","2/52","28/15373",0.00400988218803949,0.03086086544719,0.0225472389520675,"HLA-A/B2M",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0052372","modulation by symbiont of entry into host","2/52","28/15373",0.00400988218803949,0.03086086544719,0.0225472389520675,"CD74/HLA-DRB1",2,"Other biological processes"
"GO_BP","1","GO:0033108","mitochondrial respiratory chain complex assembly","3/52","96/15373",0.00417958056484518,0.0319645909864889,0.0233536312262782,"MT-ND5/MT-ND4/MT-ND1",3,"Mitochondrial / oxidative energy metabolism"
"GO_BP","1","GO:1903421","regulation of synaptic vesicle recycling","2/52","29/15373",0.00429762526031543,0.0326619519783973,0.0238631297349094,"ACTB/ACTG1",2,"Cell cycle / proliferation"
"GO_BP","1","GO:0030217","T cell differentiation","5/52","319/15373",0.00436344169705745,0.0328904656505145,0.0240300839759645,"CD74/HLA-DRA/B2M/HLA-DRB1/ACTB",5,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0045637","regulation of myeloid cell differentiation","4/52","197/15373",0.0043817890093613,0.0328904656505145,0.0240300839759645,"CD74/LTF/B2M/HLA-DRB1",4,"Other biological processes"
"GO_BP","1","GO:0045824","negative regulation of innate immune response","3/52","98/15373",0.00442814496545508,0.0330345047729655,0.0241353203154284,"IFI16/HLA-A/A2M",3,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:1902105","regulation of leukocyte differentiation","5/52","322/15373",0.00453926810505224,0.0334683700034391,0.0244523063390778,"CD74/HLA-DRA/LTF/HLA-DRB1/ACTB",5,"Other biological processes"
"GO_BP","1","GO:0002706","regulation of lymphocyte mediated immunity","4/52","199/15373",0.00454134954816403,0.0334683700034391,0.0244523063390778,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","2/52","30/15373",0.00459467374337596,0.0336573691081034,0.0245903908649925,"CD74/CLU",2,"DNA damage / repair / checkpoint"
"GO_BP","1","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","4/52","203/15373",0.00487216270747699,0.0354763464209103,0.0259193528213715,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0042274","ribosomal small subunit biogenesis","3/52","103/15373",0.00508827621163297,0.0368294278175339,0.0269079268334475,"RPS28/RPS15/RPS27",3,"Protein synthesis / translational processes"
"GO_BP","1","GO:0002418","immune response to tumor cell","2/52","33/15373",0.00554101554893762,0.0398690822929476,0.0291287270215095,"HLA-A/HLA-DRB1",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0070661","leukocyte proliferation","5/52","341/15373",0.0057724751993833,0.0412901755438241,0.0301669911348576,"CD74/CLU/HLA-A/HLA-DPA1/HLA-DRB1",5,"Other biological processes"
"GO_BP","1","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","3/52","110/15373",0.0061074914138822,0.0432011888204551,0.0315631954332273,"CD74/CLU/IFI16",3,"DNA damage / repair / checkpoint"
"GO_BP","1","GO:0002819","regulation of adaptive immune response","4/52","217/15373",0.00615725427277892,0.0432011888204551,0.0315631954332273,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0031342","negative regulation of cell killing","2/52","35/15373",0.006217276351628,0.0432011888204551,0.0315631954332273,"CLU/HLA-A",2,"Other biological processes"
"GO_BP","1","GO:0045589","regulation of regulatory T cell differentiation","2/52","35/15373",0.006217276351628,0.0432011888204551,0.0315631954332273,"HLA-DRA/HLA-DRB1",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:1901798","positive regulation of signal transduction by p53 class mediator","2/52","35/15373",0.006217276351628,0.0432011888204551,0.0315631954332273,"RPL37/RPS15",2,"DNA damage / repair / checkpoint"
"GO_BP","1","GO:0045619","regulation of lymphocyte differentiation","4/52","218/15373",0.00625686821282023,0.0432292712885761,0.0315837127489251,"CD74/HLA-DRA/HLA-DRB1/ACTB",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","2/52","36/15373",0.00656882903545493,0.044874697230973,0.0327858764395267,"HLA-A/B2M",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0009595","detection of biotic stimulus","2/52","36/15373",0.00656882903545493,0.044874697230973,0.0327858764395267,"HLA-A/HLA-DRB1",2,"Other biological processes"
"GO_BP","1","GO:0031401","positive regulation of protein modification process","5/52","359/15373",0.00714404583801172,0.0481552995705698,0.0351827154064759,"CD74/LTF/NNMT/HLA-DRB1/BIRC3",5,"Other biological processes"
"GO_BP","1","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","2/52","38/15373",0.00729846935365286,0.0481552995705698,0.0351827154064759,"HLA-DRA/HLA-DRB1",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0032609","type II interferon production","3/52","118/15373",0.0074119746860515,0.0481552995705698,0.0351827154064759,"HLA-A/HLA-DPA1/HLA-DRB1",3,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0032649","regulation of type II interferon production","3/52","118/15373",0.0074119746860515,0.0481552995705698,0.0351827154064759,"HLA-A/HLA-DPA1/HLA-DRB1",3,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:1901796","regulation of signal transduction by p53 class mediator","3/52","118/15373",0.0074119746860515,0.0481552995705698,0.0351827154064759,"CD74/RPL37/RPS15",3,"DNA damage / repair / checkpoint"
"GO_BP","1","GO:0050878","regulation of body fluid levels","5/52","364/15373",0.00756239528548668,0.0481552995705698,0.0351827154064759,"SAA1/MT-CO2/ACTB/PLAT/ACTG1",5,"Other biological processes"
"GO_BP","1","GO:0002761","regulation of myeloid leukocyte differentiation","3/52","119/15373",0.00758572311959858,0.0481552995705698,0.0351827154064759,"CD74/LTF/HLA-DRB1",3,"Other biological processes"
"GO_BP","1","GO:0046634","regulation of alpha-beta T cell activation","3/52","119/15373",0.00758572311959858,0.0481552995705698,0.0351827154064759,"HLA-DRA/HLA-A/HLA-DRB1",3,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0007596","blood coagulation","4/52","231/15373",0.00765101547142583,0.0481552995705698,0.0351827154064759,"SAA1/ACTB/PLAT/ACTG1",4,"Other biological processes"
"GO_BP","1","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","4/52","231/15373",0.00765101547142583,0.0481552995705698,0.0351827154064759,"CD74/LTF/HLA-DRB1/BIRC3",4,"Other biological processes"
"GO_BP","1","GO:0002369","T cell cytokine production","2/52","39/15373",0.00767643404961233,0.0481552995705698,0.0351827154064759,"HLA-A/B2M",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0002724","regulation of T cell cytokine production","2/52","39/15373",0.00767643404961233,0.0481552995705698,0.0351827154064759,"HLA-A/B2M",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0035633","maintenance of blood-brain barrier","2/52","39/15373",0.00767643404961233,0.0481552995705698,0.0351827154064759,"ACTB/ACTG1",2,"Other biological processes"
"GO_BP","1","GO:0045066","regulatory T cell differentiation","2/52","39/15373",0.00767643404961233,0.0481552995705698,0.0351827154064759,"HLA-DRA/HLA-DRB1",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0070633","transepithelial transport","2/52","39/15373",0.00767643404961233,0.0481552995705698,0.0351827154064759,"ACTB/ACTG1",2,"Other biological processes"
"GO_BP","1","GO:0016032","viral process","5/52","366/15373",0.00773444369128867,0.0481552995705698,0.0351827154064759,"CD74/LTF/IFI16/HLA-DRB1/IL32",5,"Other biological processes"
"GO_BP","1","GO:0010927","cellular component assembly involved in morphogenesis","3/52","120/15373",0.00776187394394053,0.0481552995705698,0.0351827154064759,"TPM1/PMP22/ACTG1",3,"Other biological processes"
"GO_BP","1","GO:0032989","cellular anatomical entity morphogenesis","3/52","120/15373",0.00776187394394053,0.0481552995705698,0.0351827154064759,"TPM1/PMP22/ACTG1",3,"Other biological processes"
"GO_BP","1","GO:0050817","coagulation","4/52","233/15373",0.00788223218796391,0.048653778378498,0.0355469087183625,"SAA1/ACTB/PLAT/ACTG1",4,"Other biological processes"
"GO_BP","1","GO:0045471","response to ethanol","3/52","121/15373",0.00794043490277131,0.0487654992008581,0.035628533003397,"MT-CO2/MT-CYB/MT-ND4",3,"Other biological processes"
"GO_BP","1","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","2/52","40/15373",0.00806308031231843,0.0492698776873327,0.0359970366759945,"CD74/CLU",2,"DNA damage / repair / checkpoint"
